skos:Scheme,ID,rdf:type (skos:),dct:source ,skos:broader,skos:broader name,skos:note @en,skos:scopeNote @en,skos:prefLabel @de,skos:altLabel @de,skos:altLabel @de,skos:prefLabel @en,skos:altLabel @en,skos:altLabel @en,skos:altLabel @en,external concept (wikidata),type of match (wikidata),external concept (chronontology),type of match (chronontology),external concept (getty),type of match (getty)
kulturepoche,245,Concept,OeAI,147,hellenistisch,,,hochhellenistisch,,,High Hellenistic,Middle Hellenistic,,,,,https://chronontology.dainst.org/period/f1xgSq2EAdyK,skos:exactMatch,,
kulturepoche,246,Concept,OeAI,147,hellenistisch,,,späthellenistisch,,,Late Hellenistic,,,,,,https://chronontology.dainst.org/period/78jvQ8c4qZaK,skos:exactMatch,,
kulturepoche,247,Concept,OeAI,148,klassisch,,,frühklassisch,,,Early Classical,,,,,,https://chronontology.dainst.org/period/HEBM03OOyAM5,skos:exactMatch,,
kulturepoche,248,Concept,OeAI,148,klassisch,,,hochklassisch,,,High Classical,Middle Classical,,,,,https://chronontology.dainst.org/period/8yAvVAy4qe98,skos:exactMatch,,
kulturepoche,249,Concept,OeAI,148,klassisch,,,Reicher Stil,,,Rich Style,,,,,,,,,
kulturepoche,250,Concept,OeAI,148,klassisch,,,spätklassisch,,,Late Classical,,,,,,https://chronontology.dainst.org/period/tZJKzlCggBFA,skos:exactMatch,,
kulturepoche,251,Concept,OeAI,151,Späthelladisch,,,Späthelladisch I,SH I,Spaethelladisch I,Late Helladic I,,,,,,https://chronontology.dainst.org/period/3i1UvjawzQ73,skos:exactMatch,,
kulturepoche,253,Concept,OeAI,151,Späthelladisch,,,Späthelladisch II,SH II,Spaethelladisch II,Late Helladic II,,,,,,https://chronontology.dainst.org/period/yXcDwVzqYOZc,skos:exactMatch,,
kulturepoche,254,Concept,OeAI,253,Späthelladisch II,,,Späthelladisch IIA,SH IIA,Spaethelladisch IIA,Late Helladic IIA,,,,,,https://chronontology.dainst.org/period/U8Bt9qsUxdPg,skos:exactMatch,,
kulturepoche,255,Concept,OeAI,253,Späthelladisch II,,,Späthelladisch IIB,SH IIB,Spaethelladisch IIB,Late Helladic IIB,,,,,,https://chronontology.dainst.org/period/OmLwJwy7CuKS,skos:exactMatch,,
kulturepoche,256,Concept,OeAI,151,Späthelladisch,,,Späthelladisch III,SH III,Spaethelladisch III,Late Helladic III,,,,,,https://chronontology.dainst.org/period/O5pOSDbgUIEU,skos:exactMatch,,
kulturepoche,257,Concept,OeAI,256,Späthelladisch III,,,Späthelladisch IIIA,SH IIIA,Spaethelladisch IIIA,Late Helladic IIIA,,,,,,https://chronontology.dainst.org/period/RZIAbqaeTzmI,skos:exactMatch,,
kulturepoche,258,Concept,OeAI,257,Späthelladisch IIIA,,,Späthelladisch IIIA1,SH IIIA1,Spaethelladisch IIIA1,Late Helladic IIIA1,,,,,,https://chronontology.dainst.org/period/GZrnbuJSY6yV,skos:exactMatch,,
kulturepoche,259,Concept,OeAI,257,Späthelladisch IIIA,,,Späthelladisch IIIA2,SH IIIA2,Spaethelladisch IIIA2,Late Helladic IIIA2,,,,,,https://chronontology.dainst.org/period/NUh7uOh17QQb,skos:exactMatch,,
kulturepoche,260,Concept,OeAI,256,Späthelladisch III,,,Späthelladisch IIIB,SH IIIB,Spaethelladisch IIIB,Late Helladic IIIB,,,,,,https://chronontology.dainst.org/period/anG2pmK0097C,skos:exactMatch,,
kulturepoche,262,Concept,OeAI,260,Späthelladisch IIIB,,,Späthelladisch IIIB1,SH IIIB1,Spaethelladisch IIIB1,Late Helladic IIIB1,,,,,,https://chronontology.dainst.org/period/7G2xPRWnKY06,skos:exactMatch,,
kulturepoche,263,Concept,OeAI,260,Späthelladisch IIIB,,,Späthelladisch IIIB2,SH IIIB2,Spaethelladisch IIIB2,Late Helladic IIIB2,,,,,,https://chronontology.dainst.org/period/FLVf6DQUB25L,skos:exactMatch,,
kulturepoche,264,Concept,OeAI,256,Späthelladisch III,,,Späthelladisch IIIC,SH IIIC,Spaethelladisch IIIC,Late Helladic III C,,,,,,https://chronontology.dainst.org/period/z2paLntWaKJm,skos:exactMatch,,
kulturepoche,265,Concept,OeAI,172,Spätkykladisch,,,Spätkykladisch I,SK I,Spaetkykladisch I,Late Cycladic I,,,,,,https://chronontology.dainst.org/period/OhCEL9ryU4HL,skos:exactMatch,,
kulturepoche,266,Concept,OeAI,173,Frühminoisch,,,Frühminoisch I,FM I,Fruehminoisch I,Early Minoan I,,,,,,https://chronontology.dainst.org/period/W4Pzs5WmUR8U,skos:exactMatch,,
kulturepoche,267,Concept,OeAI,173,Frühminoisch,,,Frühminoisch II,FM II,Fruehminoisch II,Early Minoan II,,,,,,https://chronontology.dainst.org/period/4XeWN5lpQooL,skos:exactMatch,,
kulturepoche,268,Concept,OeAI,267,Frühminoisch II,,,Frühminoisch IIA,FM IIA,Fruehminoisch IIA,Early Minoan IIA,,,,,,https://chronontology.dainst.org/period/x5uSxZmg05qr,skos:exactMatch,,
kulturepoche,269,Concept,OeAI,267,Frühminoisch II,,,Frühminoisch IIB,FM IIB,Fruehminoisch IIB,Early Minoan IIB,,,,,,https://chronontology.dainst.org/period/2Rt01S20nMqq,skos:exactMatch,,
kulturepoche,270,Concept,OeAI,173,Frühminoisch,,,Frühminoisch III,FM III,Fruehminoisch III,Early Minoan III,,,,,,https://chronontology.dainst.org/period/UDNlSgJFLNoO,skos:exactMatch,,
kulturepoche,272,Concept,OeAI,174,Mittelminoisch,,,Mittelminoisch I,MM I,,Middle Minoan I,,,,,,https://chronontology.dainst.org/period/INd7rM5RESXX,skos:exactMatch,,
kulturepoche,274,Concept,OeAI,272,Mittelminoisch I,,,Mittelminoisch IA,MM IA,,Middle Minoan IA,,,,,,https://chronontology.dainst.org/period/72DTmZZMriHD,skos:exactMatch,,
kulturepoche,275,Concept,OeAI,272,Mittelminoisch I,,,Mittelminoisch IB,MM IB,,Middle Minoan IB,,,,,,https://chronontology.dainst.org/period/vGkLErraPKsL,skos:exactMatch,,
kulturepoche,276,Concept,OeAI,174,Mittelminoisch,,,Mittelminoisch II,MM II,,Middle Minoan II,,,,,,https://chronontology.dainst.org/period/p0qvojDBQkKo,skos:exactMatch,,
kulturepoche,277,Concept,OeAI,276,Mittelminoisch II,,,Mittelminoisch IIA,MM IIA,,Middle Minoan IIA,,,,,,https://chronontology.dainst.org/period/zwAAOU6Hu2Nm,skos:exactMatch,,
kulturepoche,278,Concept,OeAI,276,Mittelminoisch II,,,Mittelminoisch IIB,MM IIB,,Middle Minoan IIB,,,,,,https://chronontology.dainst.org/period/PpAGOV3UBCMU,skos:exactMatch,,
kulturepoche,279,Concept,OeAI,174,Mittelminoisch,,,Mittelminoisch III,MM III,,Middle Minoan III,,,,,,https://chronontology.dainst.org/period/4AmzRtTJnBIg,skos:exactMatch,,
kulturepoche,280,Concept,OeAI,279,Mittelminoisch III,,,Mittelminoisch IIIA,MM IIIA,,Middle Minoan IIIA,,,,,,https://chronontology.dainst.org/period/L3Ky6d0YpzMe,skos:exactMatch,,
kulturepoche,281,Concept,OeAI,279,Mittelminoisch III,,,Mittelminoisch IIIB,MM IIIB,,Middle Minoan IIIB,,,,,,https://chronontology.dainst.org/period/G5kuvyw9DDaX,skos:exactMatch,,
kulturepoche,282,Concept,OeAI,175,Spätminoisch,,,Spätminoisch I,SM I,Spaetminoisch I,Late Minoan I,,,,,,https://chronontology.dainst.org/period/Ggh6F2OLrBJd,skos:exactMatch,,
kulturepoche,283,Concept,OeAI,282,Spätminoisch I,,,Spätminoisch IA,SM IA,Spaetminoisch IA,Late Minoan IA,,,,,,https://chronontology.dainst.org/period/K7vWtxMoUJ14,skos:exactMatch,,
kulturepoche,284,Concept,OeAI,282,Spätminoisch I,,,Spätminoisch IB,SM IB,Spaetminoisch IB,Late Minoan IB,,,,,,https://chronontology.dainst.org/period/zKxEgCZAMote,skos:exactMatch,,
kulturepoche,285,Concept,OeAI,175,Spätminoisch,,,Spätminoisch II,SM II,Spaetminoisch II,Late Minoan II,,,,,,https://chronontology.dainst.org/period/ZpocwkvytUpd,skos:exactMatch,,
kulturepoche,287,Concept,OeAI,175,Spätminoisch,,,Spätminoisch III,SM III,Spaetminoisch III,Late Minoan III,,,,,,https://chronontology.dainst.org/period/P5Z5GW8eOMbY,skos:exactMatch,,
kulturepoche,288,Concept,OeAI,287,Spätminoisch III,,,Spätminoisch IIIA,SM IIIA,Spaetminoisch IIIA,Late Minoan IIIA,,,,,,https://chronontology.dainst.org/period/pHRknhlqTDKh,skos:exactMatch,,
kulturepoche,290,Concept,OeAI,288,Spätminoisch IIIA,,,Spätminoisch IIIA1,SM IIIA1,Spaetminoisch IIIA1,Late Minoan IIIA1,,,,,,https://chronontology.dainst.org/period/XVMa04OzqkyP,skos:exactMatch,,
kulturepoche,291,Concept,OeAI,288,Spätminoisch IIIA,,,Spätminoisch IIIA2,SM IIIA2,Spaetminoisch IIIA2,Late Minoan IIIA2,,,,,,https://chronontology.dainst.org/period/eRjJwJeWpOhx,skos:exactMatch,,
kulturepoche,292,Concept,OeAI,287,Spätminoisch III,,,Spätminoisch IIIB,SM IIIB,Spaetminoisch IIIB,Late Minoan IIIB,,,,,,https://chronontology.dainst.org/period/CwQTWp2KJdpr,skos:exactMatch,,
kulturepoche,293,Concept,OeAI,287,Spätminoisch III,,,Spätminoisch IIIC,SM IIIC,Spaetminoisch IIIC,Late Minoan IIIC,,,,,,https://chronontology.dainst.org/period/wWNOmfiKSqfq,skos:exactMatch,,
kulturepoche,294,Concept,OeAI,181,Voelkerwanderung,,,alamannisch,alemannisch,,Alamannic,,,,,,https://chronontology.dainst.org/period/oRysjlNaQkF5,skos:exactMatch,,
kulturepoche,295,Concept,OeAI,181,Voelkerwanderung,,,awarisch,,,Avar,,,,,,https://chronontology.dainst.org/period/gZM469VRx0RO,skos:exactMatch,,
kulturepoche,296,Concept,OeAI,181,Voelkerwanderung,,,bajuwarisch,,,Bavarian,,,,,,https://chronontology.dainst.org/period/D9H0YAbqkZVY,skos:exactMatch,,
kulturepoche,297,Concept,OeAI,181,Voelkerwanderung,,,hunnisch,,,Hunnic,,,,,,https://chronontology.dainst.org/period/IjIbjrz1ImyR,skos:exactMatch,,
kulturepoche,298,Concept,OeAI,192,Bronzezeit,,,Frühbronzezeit,,,Early Bronze Age,,,,https://www.wikidata.org/wiki/Q1471923,skos:exactMatch,,,,
kulturepoche,299,Concept,OeAI,192,Bronzezeit,,,Mittelbronzezeit,,,Middle Bronze Age,,,,https://www.wikidata.org/wiki/Q17175310,skos:exactMatch,,,,
kulturepoche,300,Concept,OeAI,192,Bronzezeit,,,Spätbronzezeit,,,Late Bronze Age,,,,https://www.wikidata.org/wiki/Q1758757,skos:exactMatch,,,,
kulturepoche,301,Concept,OeAI,193,Chalkolithikum,,,Frühchalkolithikum,,,Early Chalcolithic,,,,,,,,http://vocab.getty.edu/page/aat/300106751,skos:exactMatch
kulturepoche,302,Concept,OeAI,193,Chalkolithikum,,,Mittelchalkolithikum,,,Middle Chalcolithic,,,,,,,,http://vocab.getty.edu/page/aat/300106753,skos:exactMatch
kulturepoche,303,Concept,OeAI,193,Chalkolithikum,,,Spätchalkolithikum,,,Late Chalcolithic,,,,,,,,http://vocab.getty.edu/page/aat/300106755,skos:exactMatch
kulturepoche,304,Concept,OeAI,194,Neolithikum,,,"Neolithikum, akeramisch",,,Pre-pottery Neolithic,,,,https://www.wikidata.org/wiki/Q1190360,skos:exactMatch,,,,
kulturepoche,305,Concept,OeAI,194,Neolithikum,,,"Neolithikum, keramisch",,,Pottery Neolithic,,,,,,,,http://vocab.getty.edu/page/aat/300263188,skos:exactMatch
kulturepoche,306,Concept,OeAI,195,Paläolithikum,,,Epipaläolithikum,,,Epipalaeolithic,Epipaleolithic,,,https://www.wikidata.org/wiki/Q829005,skos:exactMatch,,,,
kulturepoche,307,Concept,OeAI,195,Paläolithikum,,,Frühpaläolithikum,,,Lower Palaeolithic,Lower Paleolithic,,,,,,,,
kulturepoche,308,Concept,OeAI,195,Paläolithikum,,,Mittelpaläolithikum,,,Middle Palaeolithic,Middle Paleolithic,,,,,,,,
kulturepoche,309,Concept,OeAI,195,Paläolithikum,,,Spätpaläolithikum,,,Upper Palaeolithic,Upper Paleolithic,,,,,,,,
kulturepoche,310,Concept,OeAI,198,kaiserzeitlich,,,frühkaiserzeitlich,,,Early Roman Empire,,,,,,https://chronontology.dainst.org/period/vve7mgqkCAGE,skos:exactMatch,,
kulturepoche,311,Concept,OeAI,198,kaiserzeitlich,,,mittelkaiserzeitlich,,,High Roman Empire,Middle Roman Empire,,,,,https://chronontology.dainst.org/period/OTyMiCtkjqCz,skos:exactMatch,,
kulturepoche,312,Concept,OeAI,198,kaiserzeitlich,,,spätkaiserzeitlich,,,Late Roman Empire,,,,,,https://chronontology.dainst.org/period/7fDysWha7NKs,skos:exactMatch,,
kulturepoche,313,Concept,OeAI,199,republikanisch,,,frührepublikanisch,,,Early Roman Republic,,,,,,https://chronontology.dainst.org/period/Y863Mey70o4t,skos:exactMatch,,
kulturepoche,314,Concept,OeAI,199,republikanisch,,,spätrepublikanisch,,,Late Roman Republic,,,,,,https://chronontology.dainst.org/period/GzPQDbfWXlR8,skos:exactMatch,,
kulturepoche,315,Concept,OeAI,225,12. Dynastie,,,Sobeknofru-Zeit,,,Sobekneferu,Nefrusobek,Nofrusobek,,https://www.wikidata.org/wiki/Q228951,skos:exactMatch,,,,
kulturepoche,316,Concept,OeAI,209,15. Dynastie,,,Apachnas-Zeit,,,Apachnan,Pachnan,,,,,,,,
kulturepoche,317,Concept,OeAI,209,15. Dynastie,,,Apophis-Zeit,,,Apepi,Ipepi,Apophis,,https://www.wikidata.org/wiki/Q322169,skos:exactMatch,,,,
kulturepoche,318,Concept,OeAI,209,15. Dynastie,,,Beon-Zeit,,,Sheshi,Bnon,Beon,,https://www.wikidata.org/wiki/Q880139,skos:exactMatch,,,,
kulturepoche,319,Concept,OeAI,209,15. Dynastie,,,Chajan-Zeit,,,Khyan,,,,https://www.wikidata.org/wiki/Q440496,skos:exactMatch,,,,
kulturepoche,320,Concept,OeAI,209,15. Dynastie,,,Chamudi-Zeit,,,Khamudi,,,,https://www.wikidata.org/wiki/Q879157,skos:exactMatch,,,,
kulturepoche,321,Concept,OeAI,209,15. Dynastie,,,Salitis-Zeit,,,Salitis,,,,https://www.wikidata.org/wiki/Q509679,skos:exactMatch,,,,
kulturepoche,322,Concept,OeAI,212,21. Dynastie,,,Amenemnisut-Zeit,,,Amenemnisu,,,,https://www.wikidata.org/wiki/Q434877,skos:exactMatch,,,,
kulturepoche,323,Concept,OeAI,212,21. Dynastie,,,Amenemopet-Zeit,,,Amenemope,,,,https://www.wikidata.org/wiki/Q462448,skos:exactMatch,,,,
kulturepoche,324,Concept,OeAI,212,21. Dynastie,,,Osochor-Zeit,,,Osorkon the Elder,Osochor,,,https://www.wikidata.org/wiki/Q708389,skos:exactMatch,,,,
kulturepoche,325,Concept,OeAI,212,21. Dynastie,,,Psusennes I.-Zeit,,,Psusennes I,,,,https://www.wikidata.org/wiki/Q380676,skos:exactMatch,,,,
kulturepoche,326,Concept,OeAI,212,21. Dynastie,,,Psusennes II.-Zeit,,,Psusennes II,,,,https://www.wikidata.org/wiki/Q165989,skos:exactMatch,,,,
kulturepoche,327,Concept,OeAI,212,21. Dynastie,,,Siamun-Zeit,,,Siamun,,,,https://www.wikidata.org/wiki/Q366097,skos:exactMatch,,,,
kulturepoche,328,Concept,OeAI,212,21. Dynastie,,,Smendes-Zeit,,,Smendes,,,,https://www.wikidata.org/wiki/Q336395,skos:exactMatch,,,,
kulturepoche,329,Concept,OeAI,213,22. Dynastie,,,Auput I.-Zeit,,,Iuput I,,,,https://www.wikidata.org/wiki/Q596489,skos:exactMatch,,,,
kulturepoche,330,Concept,OeAI,213,22. Dynastie,,,Harsieset-Zeit,,,Harsiese,,,,,,,,,
kulturepoche,331,Concept,OeAI,213,22. Dynastie,,,Ini-Zeit,,,Ini,,,,https://www.wikidata.org/wiki/Q325744,skos:exactMatch,,,,
kulturepoche,332,Concept,OeAI,213,22. Dynastie,,,Osorkon I.-Zeit,,,Osorkon I,,,,https://www.wikidata.org/wiki/Q515574,skos:exactMatch,,,,
kulturepoche,333,Concept,OeAI,213,22. Dynastie,,,Osorkon II.-Zeit,,,Osorkon II,,,,https://www.wikidata.org/wiki/Q459153,skos:exactMatch,,,,
kulturepoche,334,Concept,OeAI,213,22. Dynastie,,,Osorkon III.-Zeit,,,Osorkon III,,,,https://www.wikidata.org/wiki/Q515584,skos:exactMatch,,,,
kulturepoche,335,Concept,OeAI,213,22. Dynastie,,,Pemu-Zeit,,,Pami,Pimay,,,https://www.wikidata.org/wiki/Q386681,skos:exactMatch,,,,
kulturepoche,336,Concept,OeAI,213,22. Dynastie,,,Petubastis I.-Zeit,,,Pedubastis I,,,,https://www.wikidata.org/wiki/Q548570,skos:exactMatch,,,,
kulturepoche,337,Concept,OeAI,213,22. Dynastie,,,Rudamun-Zeit,,,Rudamon,,,,https://www.wikidata.org/wiki/Q879190,skos:exactMatch,,,,
kulturepoche,338,Concept,OeAI,213,22. Dynastie,,,Schoschenq I.-Zeit,,,Sheshonq I,,,,https://www.wikidata.org/wiki/Q311811,skos:exactMatch,,,,
kulturepoche,339,Concept,OeAI,213,22. Dynastie,,,Schoschenq II.-Zeit,,,Sheshonq II,,,,https://www.wikidata.org/wiki/Q708340,skos:exactMatch,,,,
kulturepoche,340,Concept,OeAI,213,22. Dynastie,,,Schoschenq III.-Zeit,,,Sheshonq III,,,,https://www.wikidata.org/wiki/Q878396,skos:exactMatch,,,,
kulturepoche,341,Concept,OeAI,213,22. Dynastie,,,Schoschenq IIIa.-Zeit,,,Sheshonq IIIa,,,,,,,,,
kulturepoche,342,Concept,OeAI,213,22. Dynastie,,,Schoschenq IV.-Zeit,,,Sheshonq IV,,,,https://www.wikidata.org/wiki/Q781765,skos:exactMatch,,,,
kulturepoche,343,Concept,OeAI,213,22. Dynastie,,,Schoschenq V.-Zeit,,,Sheshonq V,,,,https://www.wikidata.org/wiki/Q21694324,skos:exactMatch,,,,
kulturepoche,344,Concept,OeAI,213,22. Dynastie,,,Takelot I.-Zeit,,,Takelot I,,,,https://www.wikidata.org/wiki/Q548623,skos:exactMatch,,,,
kulturepoche,345,Concept,OeAI,213,22. Dynastie,,,Takelot II.-Zeit,,,Takelot II,,,,https://www.wikidata.org/wiki/Q560026,skos:exactMatch,,,,
kulturepoche,346,Concept,OeAI,213,22. Dynastie,,,Takelot III.-Zeit,,,Takelot III,,,,https://www.wikidata.org/wiki/Q879176,skos:exactMatch,,,,
kulturepoche,347,Concept,OeAI,214,23. Dynastie,,,Auput II.-Zeit,,,Iuput II,,,,https://www.wikidata.org/wiki/Q533344,skos:exactMatch,,,,
kulturepoche,348,Concept,OeAI,214,23. Dynastie,,,Osorkon IV.-Zeit,,,Osorkon IV,,,,https://www.wikidata.org/wiki/Q718214,skos:exactMatch,,,,
kulturepoche,349,Concept,OeAI,214,23. Dynastie,,,Petubastis II.-Zeit,,,Pedubastis II,Pedubast II,,,https://www.wikidata.org/wiki/Q886043,skos:exactMatch,,,,
kulturepoche,350,Concept,OeAI,214,23. Dynastie,,,Psammus-Zeit,,,,,,,,,,,,
kulturepoche,351,Concept,OeAI,215,24. Dynastie,,,Bokchoris-Zeit,,,Bakenrenef,Bakenranef,Bocchoris,,https://www.wikidata.org/wiki/Q510515,skos:exactMatch,,,,
kulturepoche,352,Concept,OeAI,215,24. Dynastie,,,Tefnachte-Zeit,,,Tefnakht,Tefnakhte,,,https://www.wikidata.org/wiki/Q459201,skos:exactMatch,,,,
kulturepoche,353,Concept,OeAI,216,25. Dynastie,,,Amosis II.-Zeit,,,Ahmose II,Amasis II,,,https://www.wikidata.org/wiki/Q312045,skos:exactMatch,,,,
kulturepoche,354,Concept,OeAI,216,25. Dynastie,,,Apries-Zeit,,,Apries,,,,https://www.wikidata.org/wiki/Q349291,skos:exactMatch,,,,
kulturepoche,355,Concept,OeAI,216,25. Dynastie,,,Kaschta-Zeit,,,Kashta,,,,https://www.wikidata.org/wiki/Q546639,skos:exactMatch,,,,
kulturepoche,356,Concept,OeAI,216,25. Dynastie,,,Nekaw I.-Zeit,,,Necho I,,,,https://www.wikidata.org/wiki/Q455594,skos:exactMatch,,,,
kulturepoche,357,Concept,OeAI,216,25. Dynastie,,,Pije-Zeit,,,Piye,Piy,,,https://www.wikidata.org/wiki/Q315695,skos:exactMatch,,,,
kulturepoche,358,Concept,OeAI,216,25. Dynastie,,,Psametik I.-Zeit,,,Psamtek I,Psamtik I,,,https://www.wikidata.org/wiki/Q328763,skos:exactMatch,,,,
kulturepoche,359,Concept,OeAI,216,25. Dynastie,,,Psametik II.-Zeit,,,Psamtek II,Psamtik II,,,https://www.wikidata.org/wiki/Q373521,skos:exactMatch,,,,
kulturepoche,360,Concept,OeAI,216,25. Dynastie,,,Psametik III.-Zeit,,,Psamtek III,Psamtik III,,,https://www.wikidata.org/wiki/Q316278,skos:exactMatch,,,,
kulturepoche,361,Concept,OeAI,216,25. Dynastie,,,Schabako-Zeit,,,Shabaka,Shabaqo,,,https://www.wikidata.org/wiki/Q365929,skos:exactMatch,,,,
kulturepoche,362,Concept,OeAI,216,25. Dynastie,,,Schebitku-Zeit,,,Shebitku,Shebitqo,,,https://www.wikidata.org/wiki/Q434547,skos:exactMatch,,,,
kulturepoche,363,Concept,OeAI,216,25. Dynastie,,,Taharqo-Zeit,,,Taharqo,Taharqa,,,https://www.wikidata.org/wiki/Q315714,skos:exactMatch,,,,
kulturepoche,364,Concept,OeAI,216,25. Dynastie,,,Tanotamun-Zeit,,,Tanutamani,,,,https://www.wikidata.org/wiki/Q434535,skos:exactMatch,,,,
kulturepoche,365,Concept,OeAI,217,3. Dynastie,,,Ahu-Zeit,,,,,,,,,,,,
kulturepoche,366,Concept,OeAI,217,3. Dynastie,,,Djoser-Zeit,,,Djoser,,,,https://www.wikidata.org/wiki/Q174367,skos:exactMatch,,,,
kulturepoche,367,Concept,OeAI,217,3. Dynastie,,,Djoserti-Zeit,,,Sekhemkhet,,,,https://www.wikidata.org/wiki/Q220256,skos:exactMatch,,,,
kulturepoche,368,Concept,OeAI,217,3. Dynastie,,,Hor Chabai-Zeit,,,Hor-Khaba,,,,https://www.wikidata.org/wiki/Q220320,skos:exactMatch,,,,
kulturepoche,369,Concept,OeAI,217,3. Dynastie,,,Nebka-Zeit,,,Nebka,,,,https://www.wikidata.org/wiki/Q889891,skos:exactMatch,,,,
kulturepoche,370,Concept,OeAI,217,3. Dynastie,,,Souphis-Zeit,,,,,,,,,,,,
kulturepoche,371,Concept,OeAI,218,4. Dynastie,,,Bicheris-Zeit,,,Bikheris,,,,https://www.wikidata.org/wiki/Q220318,skos:exactMatch,,,,
kulturepoche,372,Concept,OeAI,218,4. Dynastie,,,Cheops-Zeit,,,Khufu,Cheops,,,https://www.wikidata.org/wiki/Q161904,skos:exactMatch,,,,
kulturepoche,373,Concept,OeAI,218,4. Dynastie,,,Chephren-Zeit,,,Khafra,Chephren,Khafre,,https://www.wikidata.org/wiki/Q199861,skos:exactMatch,,,,
kulturepoche,374,Concept,OeAI,218,4. Dynastie,,,Djedefre-Zeit,,,Djedefre,Djedefra,,,https://www.wikidata.org/wiki/Q209397,skos:exactMatch,,,,
kulturepoche,375,Concept,OeAI,218,4. Dynastie,,,Mykerinos-Zeit,,,Menkaura,Mycerinus,Menkaure,,https://www.wikidata.org/wiki/Q200986,skos:exactMatch,,,,
kulturepoche,376,Concept,OeAI,218,4. Dynastie,,,Schepseskaf-Zeit,,,Shepseskaf,,,,https://www.wikidata.org/wiki/Q220252,skos:exactMatch,,,,
kulturepoche,377,Concept,OeAI,218,4. Dynastie,,,Senofru-Zeit,,,Sneferu,,,,https://www.wikidata.org/wiki/Q189371,skos:exactMatch,,,,
kulturepoche,378,Concept,OeAI,218,4. Dynastie,,,Thamphthis-Zeit,,,Thamphthis,,,,https://www.wikidata.org/wiki/Q204252,skos:exactMatch,,,,
kulturepoche,379,Concept,OeAI,219,5. Dynastie,,,Djedkare-Zeit,,,Djedkara,,,,https://www.wikidata.org/wiki/Q269247,skos:exactMatch,,,,
kulturepoche,380,Concept,OeAI,219,5. Dynastie,,,Menkawhor-Zeit,,,Menkauhor,,,,https://www.wikidata.org/wiki/Q269257,skos:exactMatch,,,,
kulturepoche,381,Concept,OeAI,219,5. Dynastie,,,Neferefre-Zeit,,,Neferefre,,,,https://www.wikidata.org/wiki/Q269271,skos:exactMatch,,,,
kulturepoche,382,Concept,OeAI,219,5. Dynastie,,,Neferirkare-Zeit,,,Neferirkara,Neferirkare,Ranefer A,,https://www.wikidata.org/wiki/Q268576,skos:exactMatch,,,,
kulturepoche,383,Concept,OeAI,219,5. Dynastie,,,Niuserre-Zeit,,,Nyuserra,Nyuserre,,,https://www.wikidata.org/wiki/Q269200,skos:exactMatch,,,,
kulturepoche,384,Concept,OeAI,219,5. Dynastie,,,Sahure-Zeit,,,Sahura,Sahure,,,https://www.wikidata.org/wiki/Q243692,skos:exactMatch,,,,
kulturepoche,385,Concept,OeAI,219,5. Dynastie,,,Schepseskare-Zeit,,,Shepseskara,,,,https://www.wikidata.org/wiki/Q268601,skos:exactMatch,,,,
kulturepoche,386,Concept,OeAI,219,5. Dynastie,,,Unas-Zeit,,,Unas,,,,https://www.wikidata.org/wiki/Q244985,skos:exactMatch,,,,
kulturepoche,387,Concept,OeAI,219,5. Dynastie,,,Userkaf-Zeit,,,Userkaf,,,,https://www.wikidata.org/wiki/Q268614,skos:exactMatch,,,,
kulturepoche,388,Concept,OeAI,220,6. Dynastie,,,Nemtiemsaf I.-Zeit,,,Nemtyemsaf I,,,,https://www.wikidata.org/wiki/Q269209,skos:exactMatch,,,,
kulturepoche,389,Concept,OeAI,220,6. Dynastie,,,Nemtiemsaf II.-Zeit,,,Nemtyemsaf II,,,,https://www.wikidata.org/wiki/Q320908,skos:exactMatch,,,,
kulturepoche,390,Concept,OeAI,220,6. Dynastie,,,Nitokris,,,Nitiqret,Nitocris,,,https://www.wikidata.org/wiki/Q230774,skos:exactMatch,,,,
kulturepoche,391,Concept,OeAI,220,6. Dynastie,,,Pepi I.-Zeit,,,Pepy I,,,,https://www.wikidata.org/wiki/Q269265,skos:exactMatch,,,,
kulturepoche,392,Concept,OeAI,220,6. Dynastie,,,Pepi II.-Zeit,,,Pepy II,,,,https://www.wikidata.org/wiki/Q6198,skos:exactMatch,,,,
kulturepoche,393,Concept,OeAI,220,6. Dynastie,,,Teti-Zeit,,,Teti,,,,https://www.wikidata.org/wiki/Q269285,skos:exactMatch,,,,
kulturepoche,394,Concept,OeAI,220,6. Dynastie,,,Userkare-Zeit,,,Userkara,,,,https://www.wikidata.org/wiki/Q258637,skos:exactMatch,,,,
kulturepoche,395,Concept,OeAI,222,1. Dynastie,,,Athothis-Zeit,,,Hor-Aha,Athothis,,,,,,,,
kulturepoche,396,Concept,OeAI,222,1. Dynastie,,,Bieneches-Zeit,,,Qa'a,,,,https://www.wikidata.org/wiki/Q151819,skos:exactMatch,,,,
kulturepoche,397,Concept,OeAI,222,1. Dynastie,,,Ita-Zeit,,,,,,,,,,,,
kulturepoche,398,Concept,OeAI,222,1. Dynastie,,,Iti-Zeit,,,Djer,,,,https://www.wikidata.org/wiki/Q152375,skos:exactMatch,,,,
kulturepoche,399,Concept,OeAI,222,1. Dynastie,,,Menes-Zeit,,,Menes,,,,https://www.wikidata.org/wiki/Q189574,skos:exactMatch,,,,
kulturepoche,400,Concept,OeAI,222,1. Dynastie,,,Miebis-Zeit,,,Anedjib,,,,https://www.wikidata.org/wiki/Q111079,skos:exactMatch,,,,
